MovieID,Title,Genres,List Index,Recommendation Score
50,"Usual Suspects, The (1995)",Crime|Thriller,49,0.09776497
51,Guardian Angel (1994),Action|Drama|Thriller,50,0.000187397
52,Mighty Aphrodite (1995),Comedy,51,0.0058075488
53,Lamerica (1994),Drama,52,0.00016355515
54,"Big Green, The (1995)",Children's|Comedy,53,0.0004492998
55,Georgia (1995),Drama,54,0.00057411194
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,55,0.0002670288
57,Home for the Holidays (1995),Drama,56,0.00041523576
58,"Postino, Il (The Postman) (1994)",Drama|Romance,57,0.011562854
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,58,0.0002683103
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,59,0.007240027
61,Eye for an Eye (1996),Drama|Thriller,60,0.00018560886
62,Mr. Holland's Opus (1995),Drama,61,0.010791928
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,62,0.00045606494
64,Two if by Sea (1996),Comedy|Romance,63,0.00058597326
65,Bio-Dome (1996),Comedy,64,0.00082597136
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,65,0.0003477335
67,Two Bits (1995),Drama,66,0.00020948052
68,French Twist (Gazon maudit) (1995),Comedy|Romance,67,0.0009814799
69,Friday (1995),Comedy,68,0.005356759
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,69,0.05870557
71,Fair Game (1995),Action,70,0.00058063865
72,Kicking and Screaming (1995),Comedy|Drama,71,0.0005944371
73,"Misérables, Les (1995)",Drama|Musical,72,0.017864138
74,Bed of Roses (1996),Drama|Romance,73,0.0013060272
75,Big Bully (1996),Comedy|Drama,74,0.00018957257
76,Screamers (1995),Sci-Fi|Thriller,75,0.0017384291
77,Nico Icon (1995),Documentary,76,0.00017431378
78,"Crossing Guard, The (1995)",Drama,77,0.00010988116
79,"Juror, The (1996)",Drama|Thriller,78,0.00043541193
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,79,0.00021263957
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,80,0.00049832463
82,Antonia's Line (Antonia) (1995),Drama,81,0.0013221204
83,Once Upon a Time... When We Were Colored (1995),Drama,82,0.00014266372
84,Last Summer in the Hamptons (1995),Comedy|Drama,83,0.00033345819
85,Angels and Insects (1995),Drama|Romance,84,0.0013386607
86,White Squall (1996),Adventure|Drama,85,0.0050448775
87,Dunston Checks In (1996),Children's|Comedy,86,0.0003246367
88,Black Sheep (1996),Comedy,87,0.0013742149
89,Nick of Time (1995),Action|Thriller,88,0.0031543374
90,"Journey of August King, The (1995)",Drama,89,0.0002271235
92,Mary Reilly (1996),Drama|Thriller,90,0.0005404353
93,Vampire in Brooklyn (1995),Comedy|Romance,91,0.00047051907
94,Beautiful Girls (1996),Drama,92,0.0031675696
95,Broken Arrow (1996),Action|Thriller,93,0.008891374
96,In the Bleak Midwinter (1995),Comedy,94,0.00019851327
97,"Hate (Haine, La) (1995)",Drama,95,0.00020310283
98,Shopping (1994),Action|Thriller,96,0.0002323389
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,97,0.00031900406
100,City Hall (1996),Drama|Thriller,98,0.0005002916
101,Bottle Rocket (1996),Comedy,99,0.0049131215
102,Mr. Wrong (1996),Comedy,100,0.00045743585
103,Unforgettable (1996),Thriller,101,0.00032508373
104,Happy Gilmore (1996),Comedy,102,0.017597437
105,"Bridges of Madison County, The (1995)",Drama|Romance,103,0.00613147
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,104,0.00020623207
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,105,0.0027643442
108,Catwalk (1995),Documentary,106,0.00011733174
109,Headless Body in Topless Bar (1995),Comedy,107,9.953976e-05
110,Braveheart (1995),Action|Drama|War,108,0.22919622
111,Taxi Driver (1976),Drama|Thriller,109,0.046745658
112,Rumble in the Bronx (1995),Action|Adventure|Crime,110,0.008863658
113,Before and After (1996),Drama|Mystery,111,0.00040316582
114,Margaret's Museum (1995),Drama,112,0.00025501847
115,Happiness Is in the Field (1995),Comedy,113,0.00024485588
116,Anne Frank Remembered (1995),Documentary,114,0.0006091893
117,"Young Poisoner's Handbook, The (1995)",Crime,115,0.00042197108
118,If Lucy Fell (1996),Comedy|Romance,116,0.00033140182
119,"Steal Big, Steal Little (1995)",Comedy,117,0.00033801794
120,Race the Sun (1996),Drama,118,0.00021383166
121,"Boys of St. Vincent, The (1993)",Drama,119,0.00060483813
122,Boomerang (1992),Comedy|Romance,120,0.00069355965
123,Chungking Express (1994),Drama|Mystery|Romance,121,0.0011177361
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,122,0.0010710359
125,Flirting With Disaster (1996),Comedy,123,0.0058805645
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,124,0.0006670952
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,125,0.00022596121
128,Jupiter's Wife (1994),Documentary,126,0.00021159649
129,Pie in the Sky (1995),Comedy|Romance,127,0.00016608834
130,Angela (1995),Drama,128,0.00012814999
131,Frankie Starlight (1995),Drama|Romance,129,0.00012931228
132,Jade (1995),Thriller,130,0.00036412477
133,Nueba Yol (1995),Comedy|Drama,131,0.0002039969
134,Sonic Outlaws (1995),Documentary,132,0.00017231703
135,Down Periscope (1996),Comedy,133,0.00040593743
136,From the Journals of Jean Seberg (1995),Documentary,134,0.00030115247
137,Man of the Year (1995),Documentary,135,0.00020998716
138,"Neon Bible, The (1995)",Drama,136,0.00019857287
139,Target (1995),Action|Drama,137,0.00021386147
140,Up Close and Personal (1996),Drama|Romance,138,0.0011746883
141,"Birdcage, The (1996)",Comedy,139,0.01003316
142,Shadows (Cienie) (1988),Drama,140,0.0001847446
143,Gospa (1995),Drama,141,0.00017288327
144,"Brothers McMullen, The (1995)",Comedy,142,0.03307554
145,Bad Boys (1995),Action,143,0.00859943
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,144,0.00026783347
147,"Basketball Diaries, The (1995)",Drama,145,0.00052180886
148,"Awfully Big Adventure, An (1995)",Drama,146,0.00044876337
149,Amateur (1994),Crime|Drama|Thriller,147,0.0001911223
150,Apollo 13 (1995),Drama,148,0.034991413
151,Rob Roy (1995),Drama|Romance|War,149,0.006575376
152,"Addiction, The (1995)",Horror,150,0.00023144484
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,151,0.010284245
154,Belle de jour (1967),Drama,152,0.0020069182
155,Beyond Rangoon (1995),Drama|War,153,0.00023710728
156,Blue in the Face (1995),Comedy,154,0.0005145371
157,Canadian Bacon (1994),Comedy|War,155,0.0013862848
158,Casper (1995),Adventure|Children's,156,0.003789425
159,Clockers (1995),Drama,157,0.00069859624
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,158,0.007630855
161,Crimson Tide (1995),Drama|Thriller|War,159,0.021095067
162,Crumb (1994),Documentary,160,0.011315525
163,Desperado (1995),Action|Romance|Thriller,161,0.018180758
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,162,0.013997614
165,Die Hard: With a Vengeance (1995),Action|Thriller,163,0.02218461
166,"Doom Generation, The (1995)",Comedy|Drama,164,0.0002745688
167,Feast of July (1995),Drama,165,0.00025492907
168,First Knight (1995),Action|Adventure|Drama|Romance,166,0.0035051107
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,167,0.0004297197
170,Hackers (1995),Action|Crime|Thriller,168,0.010804206
171,Jeffrey (1995),Comedy,169,0.00074741244
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,170,0.0031268299
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,171,0.0044713914
174,Jury Duty (1995),Comedy,172,0.00028267503
175,Kids (1995),Drama,173,0.0066129565
176,Living in Oblivion (1995),Comedy,174,0.0034141839
177,Lord of Illusions (1995),Horror,175,0.00059354305
178,Love & Human Remains (1993),Comedy,176,0.0002914667
179,Mad Love (1995),Drama|Romance,177,0.00062966347
180,Mallrats (1995),Comedy,178,0.006537378
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,179,0.00046816468
182,Moonlight and Valentino (1995),Drama|Romance,180,0.0007160306
183,Mute Witness (1994),Thriller,181,0.00022873282
184,Nadja (1994),Drama,182,0.00026902556
185,"Net, The (1995)",Sci-Fi|Thriller,183,0.012631178
186,Nine Months (1995),Comedy,184,0.00096035004
187,Party Girl (1995),Comedy,185,0.0005428493
188,"Prophecy, The (1995)",Horror,186,0.00089266896
189,Reckless (1995),Comedy,187,0.00019997358
190,Safe (1995),Thriller,188,0.0022816062
191,"Scarlet Letter, The (1995)",Drama,189,0.00025439262
192,"Show, The (1995)",Documentary,190,0.0002913773
193,Showgirls (1995),Drama,191,0.0013239086
194,Smoke (1995),Drama,192,0.0011206567
195,Something to Talk About (1995),Comedy|Drama|Romance,193,0.0017596483
196,Species (1995),Horror|Sci-Fi,194,0.01112479
197,"Stars Fell on Henrietta, The (1995)",Drama,195,0.00012481213
198,Strange Days (1995),Action|Crime|Sci-Fi,196,0.020253003
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,197,0.0031979978
200,"Tie That Binds, The (1995)",Thriller,198,0.00014901161
201,Three Wishes (1995),Drama,199,0.00039884448
202,Total Eclipse (1995),Drama|Romance,200,0.00027388334
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,201,0.0006650686
204,Under Siege 2: Dark Territory (1995),Action,202,0.0023655295
205,Unstrung Heroes (1995),Comedy|Drama,203,0.00063464046
206,Unzipped (1995),Documentary,204,0.0021575987
207,"Walk in the Clouds, A (1995)",Drama|Romance,205,0.0026674569
208,Waterworld (1995),Action|Adventure,206,0.0077653825
209,White Man's Burden (1995),Drama,207,0.00035709143
210,Wild Bill (1995),Western,208,0.00030311942
211,"Browning Version, The (1994)",Drama,209,0.00072160363
212,Bushwhacked (1995),Comedy,210,0.00022631884
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,211,0.00130409
214,Before the Rain (Pred dozhdot) (1994),Drama,212,0.00042912364
215,Before Sunrise (1995),Drama|Romance,213,0.0016846359
216,Billy Madison (1995),Comedy,214,0.008449167
217,"Babysitter, The (1995)",Drama|Thriller,215,0.0003323853
218,Boys on the Side (1995),Comedy|Drama,216,0.0012332201
219,"Cure, The (1995)",Drama,217,0.0001847744
220,Castle Freak (1995),Horror,218,0.0002374649
222,Circle of Friends (1995),Drama|Romance,219,0.004805863
223,Clerks (1994),Comedy,220,0.05998707
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,221,0.0032335818
225,Disclosure (1994),Drama|Thriller,222,0.0017505586
226,Dream Man (1995),Thriller,223,0.0002090931
227,Drop Zone (1994),Action,224,0.00075885653
228,Destiny Turns on the Radio (1995),Comedy,225,0.00017309189
229,Death and the Maiden (1994),Drama|Thriller,226,0.0004993975
230,Dolores Claiborne (1994),Drama|Thriller,227,0.0032146573
231,Dumb & Dumber (1994),Comedy,228,0.013010412
232,Eat Drink Man Woman (1994),Comedy|Drama,229,0.020385057
233,Exotica (1994),Drama,230,0.009224385
234,Exit to Eden (1994),Comedy,231,0.0003322661
235,Ed Wood (1994),Comedy|Drama,232,0.028330773
236,French Kiss (1995),Comedy|Romance,233,0.0041081607
237,Forget Paris (1995),Comedy|Romance,234,0.0030746162
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,235,0.00027820468
239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,236,0.007163435
240,Hideaway (1995),Thriller,237,0.0012460947
241,Fluke (1995),Children's|Drama,238,0.00027436018
242,Farinelli: il castrato (1994),Drama|Musical,239,0.0016009808
243,Gordy (1995),Comedy,240,0.00022932887
244,Gumby: The Movie (1995),Animation|Children's,241,0.00023210049
245,"Glass Shield, The (1994)",Crime|Drama,242,0.00013700128
246,Hoop Dreams (1994),Documentary,243,0.036367327
247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,244,0.013748884
248,Houseguest (1994),Comedy,245,0.0006714761
249,Immortal Beloved (1994),Drama|Romance,246,0.0069841444
250,Heavyweights (1994),Children's|Comedy,247,0.00024858117
251,"Hunted, The (1995)",Action,248,0.00020375848
252,I.Q. (1994),Comedy|Romance,249,0.010254562
253,Interview with the Vampire (1994),Drama|Horror,250,0.013926357
254,Jefferson in Paris (1995),Drama,251,0.00033515692
255,"Jerky Boys, The (1994)",Comedy,252,0.00058093667
256,Junior (1994),Comedy|Sci-Fi,253,0.003144145
257,Just Cause (1995),Mystery|Thriller,254,0.00078067183
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,255,0.0010204911
259,Kiss of Death (1995),Crime|Drama|Thriller,256,0.00047802925
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,257,0.33672082
261,Little Women (1994),Drama,258,0.002396524
262,"Little Princess, A (1995)",Children's|Drama,259,0.002421379
263,Ladybird Ladybird (1994),Drama,260,0.00037932396
264,"Enfer, L' (1994)",Drama,261,0.00023430586
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,262,0.03578034
266,Legends of the Fall (1994),Drama|Romance|War|Western,263,0.08668956
267,Major Payne (1994),Comedy,264,0.000348866
268,Little Odessa (1994),Drama,265,0.00038012862
269,My Crazy Life (Mi vida loca) (1993),Drama,266,0.000857532
270,Love Affair (1994),Drama|Romance,267,0.00069049
271,Losing Isaiah (1995),Drama,268,0.0003889501
272,"Madness of King George, The (1994)",Drama,269,0.0069842935
273,Mary Shelley's Frankenstein (1994),Drama|Horror,270,0.0012096167
274,Man of the House (1995),Comedy,271,0.00030452013
275,Mixed Nuts (1994),Comedy,272,0.00033038855
276,Milk Money (1994),Comedy|Romance,273,0.0021206439
277,Miracle on 34th Street (1994),Drama,274,0.021374017
278,Miami Rhapsody (1995),Comedy,275,0.00035312772
279,My Family (1995),Drama,276,0.0010189414
280,Murder in the First (1995),Drama|Thriller,277,0.0016523004
281,Nobody's Fool (1994),Drama,278,0.0045131147
282,Nell (1994),Drama,279,0.0010305047
283,New Jersey Drive (1995),Crime|Drama,280,0.00013542175
284,New York Cop (1996),Action|Crime,281,0.00016722083
285,Beyond Bedlam (1993),Drama|Horror,282,0.00015166402
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,283,0.00019693375
287,Nina Takes a Lover (1994),Comedy|Romance,284,0.00016433
288,Natural Born Killers (1994),Action|Thriller,285,0.011315167
289,Only You (1994),Comedy|Romance,286,0.0008301139
290,Once Were Warriors (1994),Crime|Drama,287,0.0047825277
291,Poison Ivy II (1995),Thriller,288,0.0002590418
292,Outbreak (1995),Action|Drama|Thriller,289,0.015856415
293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,290,0.014219701
294,"Perez Family, The (1995)",Comedy|Romance,291,0.000343889
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,292,0.00048074126
296,Pulp Fiction (1994),Crime|Drama,293,0.078375995
297,Panther (1995),Drama,294,0.00025072694
298,Pushing Hands (1992),Comedy,295,0.00048339367
299,Priest (1994),Drama,296,0.0023790598
300,Quiz Show (1994),Drama,297,0.0068511963
301,Picture Bride (1995),Drama|Romance,298,0.00016453862
302,Queen Margot (La Reine Margot) (1994),Drama|Romance,299,0.00039750338
303,"Quick and the Dead, The (1995)",Action|Adventure|Western,300,0.0043177605
304,Roommates (1995),Comedy|Drama,301,0.0002619624
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,302,0.00069847703
306,Three Colors: Red (1994),Drama,303,0.005934
307,Three Colors: Blue (1993),Drama,304,0.0027514994
308,Three Colors: White (1994),Drama,305,0.0020611286
309,"Red Firecracker, Green Firecracker (1994)",Drama,306,0.00043925643
310,Rent-a-Kid (1995),Comedy,307,0.00026082993
311,Relative Fear (1994),Horror|Thriller,308,0.00018006563
312,Stuart Saves His Family (1995),Comedy,309,0.00065878034
313,"Swan Princess, The (1994)",Animation|Children's,310,0.00044864416
314,"Secret of Roan Inish, The (1994)",Drama,311,0.014077246
315,"Specialist, The (1994)",Action,312,0.0004067421
316,Stargate (1994),Action|Adventure|Sci-Fi,313,0.032811046
317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,314,0.017277032
318,"Shawshank Redemption, The (1994)",Drama,315,0.03136739
319,Shallow Grave (1994),Thriller,316,0.0013408065
320,Suture (1993),Film-Noir|Thriller,317,0.00023511052
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,318,0.0011663437
322,Swimming with Sharks (1995),Comedy|Drama,319,0.0027946234
324,"Sum of Us, The (1994)",Comedy,320,0.00021702051
325,National Lampoon's Senior Trip (1995),Comedy,321,0.0007559657
326,To Live (Huozhe) (1994),Drama,322,0.00044476986
327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,323,0.0068591535
328,Tales From the Crypt Presents: Demon Knight (1995),Horror,324,0.0013104081
329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,325,0.03621587
330,Tales from the Hood (1995),Comedy|Horror,326,0.002770543
331,Tom & Viv (1994),Drama,327,0.00024792552
332,Village of the Damned (1995),Horror|Sci-Fi,328,0.0007765889
333,Tommy Boy (1995),Comedy,329,0.0038342774
334,Vanya on 42nd Street (1994),Drama,330,0.0013689399
335,"Underneath, The (1995)",Mystery|Thriller,331,0.00026020408
336,"Walking Dead, The (1995)",Drama|War,332,0.00037643313
337,What's Eating Gilbert Grape (1993),Drama,333,0.008797526
338,Virtuosity (1995),Sci-Fi|Thriller,334,0.0012079179
339,While You Were Sleeping (1995),Comedy|Romance,335,0.016978294
340,"War, The (1994)",Adventure|Drama,336,0.0007019639
341,Double Happiness (1994),Drama,337,0.00036659837
342,Muriel's Wedding (1994),Comedy|Romance,338,0.010703772
343,"Baby-Sitters Club, The (1995)",Children's,339,0.00061640143
344,Ace Ventura: Pet Detective (1994),Comedy,340,0.022223085
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,341,0.010029882
346,Backbeat (1993),Drama|Musical,342,0.00089016557
347,Bitter Moon (1992),Drama,343,0.0008523762
348,Bullets Over Broadway (1994),Comedy,344,0.006707877
349,Clear and Present Danger (1994),Action|Adventure|Thriller,345,0.044261694
350,"Client, The (1994)",Drama|Mystery|Thriller,346,0.009698451
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,347,0.0016229153
352,Crooklyn (1994),Comedy,348,0.0019956827
353,"Crow, The (1994)",Action|Romance|Thriller,349,0.009708405
354,Cobb (1994),Drama,350,0.0005339682
355,"Flintstones, The (1994)",Children's|Comedy,351,0.0012500882
356,Forrest Gump (1994),Comedy|Romance|War,352,0.13482031
357,Four Weddings and a Funeral (1994),Comedy|Romance,353,0.036568016
358,Higher Learning (1995),Drama,354,0.0008842349
359,I Like It Like That (1994),Comedy|Drama|Romance,355,0.000115931034
360,I Love Trouble (1994),Action|Comedy,356,0.0021166205
361,It Could Happen to You (1994),Drama|Romance,357,0.009473383
362,"Jungle Book, The (1994)",Adventure|Children's|Romance,358,0.0033127367
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,359,0.00034806132
364,"Lion King, The (1994)",Animation|Children's|Musical,360,0.052590817
365,Little Buddha (1993),Drama,361,0.0004027784
366,Wes Craven's New Nightmare (1994),Horror,362,0.011110216
367,"Mask, The (1994)",Comedy|Crime|Fantasy,363,0.023747087
368,Maverick (1994),Action|Comedy|Western,364,0.0137678385
369,Mrs. Parker and the Vicious Circle (1994),Drama,365,0.00037938356
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,366,0.0020608008
371,"Paper, The (1994)",Comedy|Drama,367,0.0008369386
372,Reality Bites (1994),Comedy|Drama,368,0.002235353
373,Red Rock West (1992),Thriller,369,0.005912155
374,Richie Rich (1994),Children's|Comedy,370,0.00076150894
375,Safe Passage (1994),Drama,371,0.00020802021
376,"River Wild, The (1994)",Action|Thriller,372,0.007649094
377,Speed (1994),Action|Romance|Thriller,373,0.056869864
378,Speechless (1994),Comedy|Romance,374,0.0014067888
379,Timecop (1994),Action|Sci-Fi,375,0.0092457235
380,True Lies (1994),Action|Adventure|Comedy|Romance,376,0.05375302
381,When a Man Loves a Woman (1994),Drama,377,0.000808686
382,Wolf (1994),Drama|Horror,378,0.0016146004
383,Wyatt Earp (1994),Western,379,0.0017575622
384,Bad Company (1995),Action,380,0.00032135844
385,"Man of No Importance, A (1994)",Drama,381,0.0001783073
386,S.F.W. (1994),Drama,382,0.0003029704
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,383,0.00045275688
388,Boys Life (1995),Drama,384,0.0003270507
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,385,0.00015729666
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,386,0.0010961294
391,Jason's Lyric (1994),Crime|Drama,387,0.00013893843
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,388,0.00024327636
393,Street Fighter (1994),Action,389,0.00048172474
394,Coldblooded (1995),Action,390,0.00033137202
395,Desert Winds (1995),Drama,391,0.00016623735
396,Fall Time (1995),Drama,392,0.00020721555
397,"Fear, The (1995)",Horror,393,0.00016453862
398,Frank and Ollie (1995),Documentary,394,0.00025868416
399,Girl in the Cadillac (1995),Drama,395,0.00022375584
400,Homage (1995),Drama,396,0.00019043684
401,Mirage (1995),Action|Thriller,397,0.00026735663
402,Open Season (1996),Comedy,398,0.00018495321
403,Two Crimes (1995),Comedy|Crime|Drama,399,0.00013625622
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,400,0.000118881464
405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,401,0.0015411973
406,Federal Hill (1994),Drama,402,0.00022566319
407,In the Mouth of Madness (1995),Horror|Thriller,403,0.002819091
408,8 Seconds (1994),Drama,404,0.000325799
409,Above the Rim (1994),Drama,405,0.00049880147
410,Addams Family Values (1993),Comedy,406,0.0041496158
411,You So Crazy (1994),Comedy,407,0.00010097027
412,"Age of Innocence, The (1993)",Drama,408,0.0057009757
413,Airheads (1994),Comedy,409,0.0015247166
414,"Air Up There, The (1994)",Comedy,410,0.00021627545
415,Another Stakeout (1993),Comedy|Thriller,411,0.00044757128
416,Bad Girls (1994),Western,412,0.0004528463
417,Barcelona (1994),Comedy|Romance,413,0.0024439394
418,Being Human (1993),Drama,414,0.00011751056
419,"Beverly Hillbillies, The (1993)",Comedy,415,0.0017317832
420,Beverly Hills Cop III (1994),Action|Comedy,416,0.0024009645
421,Black Beauty (1994),Adventure|Children's,417,0.000626266
422,Blink (1994),Thriller,418,0.00023645163
423,Blown Away (1994),Action|Thriller,419,0.0018977821
424,Blue Chips (1994),Drama,420,0.00049343705
425,Blue Sky (1994),Drama|Romance,421,0.00062027574
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,422,0.0031687617
427,Boxing Helena (1993),Mystery|Romance|Thriller,423,0.0010574758
428,"Bronx Tale, A (1993)",Drama,424,0.0035186708
429,Cabin Boy (1994),Comedy,425,0.00039613247
430,Calendar Girl (1993),Drama,426,0.00027164817
431,Carlito's Way (1993),Crime|Drama,427,0.0046205223
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,428,0.0028592348
433,Clean Slate (1994),Comedy,429,0.00029796362
434,Cliffhanger (1993),Action|Adventure|Crime,430,0.0065996945
435,Coneheads (1993),Comedy|Sci-Fi,431,0.010461718
436,Color of Night (1994),Drama|Thriller,432,0.0006311834
437,Cops and Robbersons (1994),Comedy,433,0.00031211972
438,"Cowboy Way, The (1994)",Action|Comedy,434,0.001154691
439,Dangerous Game (1993),Drama,435,0.00015258789
440,Dave (1993),Comedy|Romance,436,0.02131176
441,Dazed and Confused (1993),Comedy,437,0.01158157
442,Demolition Man (1993),Action|Sci-Fi,438,0.022338241
443,"Endless Summer 2, The (1994)",Documentary,439,0.0006427467
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,440,0.0004350543
445,Fatal Instinct (1993),Comedy,441,0.00019749999
446,Farewell My Concubine (1993),Drama|Romance,442,0.0051772296
447,"Favor, The (1994)",Comedy|Romance,443,0.000325948
448,Fearless (1993),Drama,444,0.0021956265
449,Fear of a Black Hat (1993),Comedy,445,0.0010064244
450,With Honors (1994),Comedy|Drama,446,0.003353268
451,Flesh and Bone (1993),Drama|Mystery|Romance,447,0.0016847253
452,Widows' Peak (1994),Drama,448,0.0003668666
453,For Love or Money (1993),Comedy,449,0.0003926456
454,"Firm, The (1993)",Drama|Thriller,450,0.016100228
455,Free Willy (1993),Adventure|Children's|Drama,451,0.0033268332
456,Fresh (1994),Drama,452,0.00040981174
457,"Fugitive, The (1993)",Action|Thriller,453,0.1238108
